No,Location Type,Gross Salary,Unit Salary,Converted Salary,Segment,Role Type,Location,Education,Year of Experience,Certificate,Year,Start Date,End Date,Index,Adjusted Salary
622,Non-Remote,Rp10.372.077,Monthly,Rp10.372.077,Operational Support,Individual,"Sumatra, Jakarta",SMA,1,3,44945,44945,45445,2072925747,"10.641.744,73"
623,Non-Remote,Rp8.580.347,Monthly,Rp8.580.347,Operational Support,Individual,"Sumatra, Jakarta",SMA,1,3,44945,44945,45506,2072925747,"8.803.430,66"
624,Non-Remote,Rp8.232.686,Monthly,Rp8.232.686,Operational Support,Individual,"Sumatra, Jakarta",SMA,2,1,44945,44945,45506,2072925747,"8.446.730,67"
625,Non-Remote,Rp50.285.125,Monthly,Rp50.285.125,Non-Engineering,Individual,Sumatra,SMA,0,3,45034,45034,45506,2071898485,"51.618.088,71"
626,Non-Remote,Rp50.285.125,Monthly,Rp50.285.125,Non-Engineering,Individual,Sumatra,D4,2,1,45034,45034,45442,2071898485,"51.618.088,71"
627,Non-Remote,Rp50.285.125,Monthly,Rp50.285.125,Non-Engineering,Individual,Sumatra,S1,2,1,45034,45034,45458,2071898485,"51.618.088,71"
628,Non-Remote,Rp50.285.125,Monthly,Rp50.285.125,Non-Engineering,Individual,Sumatra,D4,8,1,45034,45034,45442,2071898485,"51.618.088,71"
629,Non-Remote,Rp32.235.130,Monthly,Rp32.235.130,Non-Engineering,Management,Sumatra,D4,8,1,45034,45034,45442,2071898485,"33.089.622,89"
630,Non-Remote,Rp32.235.130,Monthly,Rp32.235.130,Non-Engineering,Management,Sumatra,D3,2,1,45034,45034,45442,2071898485,"33.089.622,89"
631,Non-Remote,Rp32.235.130,Monthly,Rp32.235.130,Non-Engineering,Management,Sumatra,D4,3,1,45034,45034,45442,2071898485,"33.089.622,89"
632,Non-Remote,Rp21.387.537,Monthly,Rp21.387.537,Operational Support,Management,Sumatra,D4,9,1,45034,45034,45458,2071898485,"21.954.480,53"
633,Non-Remote,Rp21.387.537,Monthly,Rp21.387.537,Operational Support,Management,Sumatra,D3,2,2,45034,45034,45458,2071898485,"21.954.480,53"
634,Non-Remote,Rp26.320.414,Monthly,Rp26.320.414,Engineering,Management,Sumatra,D4,2,2,45034,45034,45458,2071898485,"27.018.118,37"
635,Non-Remote,Rp26.320.414,Monthly,Rp26.320.414,Engineering,Management,Sumatra,D4,2,2,45034,45034,45458,2071898485,"27.018.118,37"
636,Non-Remote,Rp14.446.484,Monthly,Rp14.446.484,Non-Engineering,Management,Sumatra,S1,2,2,45034,45034,45442,2071898485,"14.829.433,23"
637,Non-Remote,Rp14.446.484,Monthly,Rp14.446.484,Non-Engineering,Management,Sumatra,D4,1,0,45034,45034,45442,2071898485,"14.829.433,23"
638,Non-Remote,Rp15.267.734,Monthly,Rp15.267.734,Operational Support,Management,Sumatra,S1,1,0,45034,45034,45442,2071898485,"15.672.453,02"
639,Non-Remote,Rp15.267.734,Monthly,Rp15.267.734,Operational Support,Management,Sumatra,D4,1,0,45034,45034,45442,2071898485,"15.672.453,02"
640,Non-Remote,Rp24.404.770,Monthly,Rp24.404.770,Engineering,Individual,Sumatra,S1,1,0,45034,45034,45458,2071898485,"25.051.694,82"
641,Non-Remote,Rp24.404.770,Monthly,Rp24.404.770,Engineering,Individual,Sumatra,SMA,5,1,45034,45034,45458,2071898485,"25.051.694,82"
642,Non-Remote,Rp24.404.770,Monthly,Rp24.404.770,Engineering,Individual,Sumatra,D3,5,1,45034,45034,45458,2071898485,"25.051.694,82"
643,Non-Remote,Rp24.404.770,Monthly,Rp24.404.770,Engineering,Individual,Sumatra,D4,5,1,45034,45034,45458,2071898485,"25.051.694,82"
644,Non-Remote,Rp17.642.637,Monthly,Rp17.642.637,Engineering,Individual,Sumatra,D4,5,1,45034,45034,45442,2071898485,"18.110.310,30"
645,Non-Remote,Rp9.919.108,Monthly,Rp9.919.108,Non-Engineering,Individual,Sumatra,D3,3,1,45034,45034,45442,2071898485,"10.182.044,55"
646,Non-Remote,Rp9.919.108,Monthly,Rp9.919.108,Non-Engineering,Individual,Sumatra,SMA,2,2,45034,45034,45442,2071898485,"10.182.044,55"
647,Non-Remote,Rp9.982.070,Monthly,Rp9.982.070,Engineering,Individual,Sumatra,SMA,2,2,45034,45034,45442,2071898485,"10.246.676,07"
648,Non-Remote,Rp9.973.858,Monthly,Rp9.973.858,Operational Support,Individual,Sumatra,SMA,0,1,45034,45034,45458,2071898485,"10.238.245,87"
649,Non-Remote,Rp9.836.679,Monthly,Rp9.836.679,Operational Support,Individual,Sumatra,SMA,0,0,45034,45034,45458,2071898485,"10.097.430,34"
650,Non-Remote,Rp10.417.331,Monthly,Rp10.417.331,Non-Engineering,Management,Sumatra,SMA,2,1,45034,45034,45458,2071898485,"10.693.475,08"
651,Non-Remote,Rp9.924.576,Monthly,Rp9.924.576,Non-Engineering,Individual,Sumatra,D3,3,0,45034,45034,45458,2071898485,"10.187.658,10"
652,Non-Remote,Rp9.775.559,Monthly,Rp9.775.559,Operational Support,Individual,Sumatra,D3,0,0,45034,45034,45442,2071898485,"10.034.690,89"
653,Non-Remote,Rp9.775.559,Monthly,Rp9.775.559,Operational Support,Individual,Sumatra,SMA,1,2,45034,45034,45442,2071898485,"10.034.690,89"
654,Non-Remote,Rp9.442.796,Monthly,Rp9.442.796,Operational Support,Individual,Sumatra,SMA,1,2,45034,45034,45442,2071898485,"9.693.106,45"
655,Non-Remote,Rp9.144.408,Monthly,Rp9.144.408,Operational Support,Individual,Sumatra,SMA,2,2,45034,45034,45442,2071898485,"9.386.809,26"
656,Non-Remote,Rp50.500.000,Monthly,Rp50.500.000,Non-Engineering,Individual,"Sumatra, Jakarta",SMA,0,2,44979,44979,45458,2072925747,"51.812.970,44"
657,Non-Remote,Rp50.500.000,Monthly,Rp50.500.000,Non-Engineering,Individual,"Sumatra, Jakarta",S1,15,3,44979,44979,45458,2072925747,"51.812.970,44"
658,Non-Remote,Rp49.800.000,Monthly,Rp49.800.000,Non-Engineering,Individual,"Sumatra, Jakarta",S3,5,3,44979,44979,45458,2072925747,"51.094.770,85"
659,Non-Remote,Rp49.800.000,Monthly,Rp49.800.000,Non-Engineering,Individual,"Sumatra, Jakarta",S1,15,3,44979,44979,45458,2072925747,"51.094.770,85"
660,Non-Remote,Rp44.000.000,Monthly,Rp44.000.000,Non-Engineering,Individual,"Sumatra, Jakarta",S3,3,3,44979,44979,45442,2072925747,"45.143.974,24"
661,Non-Remote,Rp44.000.000,Monthly,Rp44.000.000,Non-Engineering,Individual,"Sumatra, Jakarta",S1,15,3,44979,44979,45442,2072925747,"45.143.974,24"
662,Non-Remote,Rp41.100.000,Monthly,Rp41.100.000,Non-Engineering,Individual,"Sumatra, Jakarta",S3,1,3,44979,44979,45442,2072925747,"42.168.575,94"
663,Non-Remote,Rp35.500.000,Monthly,Rp35.500.000,Non-Engineering,Individual,"Sumatra, Jakarta",S1,10,3,44979,44979,45442,2072925747,"36.422.979,22"
664,Non-Remote,Rp34.100.000,Monthly,Rp34.100.000,Non-Engineering,Individual,"Sumatra, Jakarta",S1,5,3,44979,44979,45458,2072925747,"34.986.580,04"
665,Non-Remote,Rp20.499.800,Monthly,Rp20.499.800,Non-Engineering,Individual,"Sumatra, Jakarta",S1,3,3,44979,44979,45458,2072925747,"21.032.782,80"
666,Non-Remote,Rp20.499.800,Monthly,Rp20.499.800,Non-Engineering,Individual,"Sumatra, Jakarta",D3,15,1,44979,44979,45458,2072925747,"21.032.782,80"
667,Non-Remote,Rp20.499.800,Monthly,Rp20.499.800,Non-Engineering,Individual,"Sumatra, Jakarta",S1,5,1,44979,44979,45458,2072925747,"21.032.782,80"
668,Non-Remote,Rp19.000.000,Monthly,Rp19.000.000,Non-Engineering,Individual,"Sumatra, Jakarta",S2,5,1,44979,44979,45442,2072925747,"19.493.988,88"
669,Non-Remote,Rp19.000.000,Monthly,Rp19.000.000,Non-Engineering,Individual,"Sumatra, Jakarta",D3,15,1,44979,44979,45442,2072925747,"19.493.988,88"
670,Non-Remote,Rp19.000.000,Monthly,Rp19.000.000,Non-Engineering,Individual,"Sumatra, Jakarta",S1,3,1,44979,44979,45442,2072925747,"19.493.988,88"
671,Non-Remote,Rp18.840.000,Monthly,Rp18.840.000,Non-Engineering,Individual,"Sumatra, Jakarta",S2,3,1,44979,44979,45442,2072925747,"19.329.828,97"
672,Non-Remote,Rp18.840.000,Monthly,Rp18.840.000,Non-Engineering,Individual,"Sumatra, Jakarta",D3,15,1,44979,44979,45458,2072925747,"19.329.828,97"
673,Non-Remote,Rp18.840.000,Monthly,Rp18.840.000,Non-Engineering,Individual,"Sumatra, Jakarta",S1,1,1,44979,44979,45458,2072925747,"19.329.828,97"
674,Non-Remote,Rp15.523.000,Monthly,Rp15.523.000,Non-Engineering,Individual,"Sumatra, Jakarta",S2,1,1,44979,44979,45458,2072925747,"15.926.588,91"
675,Non-Remote,Rp14.475.000,Monthly,Rp14.475.000,Non-Engineering,Individual,"Sumatra, Jakarta",D3,10,1,44979,44979,45458,2072925747,"14.851.341,53"
676,Non-Remote,Rp12.875.000,Monthly,Rp12.875.000,Non-Engineering,Individual,"Sumatra, Jakarta",D3,5,1,44979,44979,45442,2072925747,"13.209.742,46"
677,Non-Remote,Rp19.200.000,Monthly,Rp19.200.000,Non-Engineering,Individual,"Sumatra, Jakarta",D3,3,1,44979,44979,45442,2072925747,"19.699.188,76"
678,Non-Remote,Rp19.200.000,Monthly,Rp19.200.000,Non-Engineering,Individual,"Sumatra, Jakarta",D3,15,0,44979,44979,45442,2072925747,"19.699.188,76"
679,Non-Remote,Rp19.200.000,Monthly,Rp19.200.000,Non-Engineering,Individual,"Sumatra, Jakarta",S1,5,0,44979,44979,45442,2072925747,"19.699.188,76"
680,Non-Remote,Rp18.800.000,Monthly,Rp18.800.000,Non-Engineering,Individual,"Sumatra, Jakarta",S2,5,0,44979,44979,45458,2072925747,"19.288.789,00"
681,Non-Remote,Rp18.800.000,Monthly,Rp18.800.000,Non-Engineering,Individual,"Sumatra, Jakarta",D3,15,0,44979,44979,45458,2072925747,"19.288.789,00"
682,Non-Remote,Rp18.800.000,Monthly,Rp18.800.000,Non-Engineering,Individual,"Sumatra, Jakarta",S1,3,0,44979,44979,45458,2072925747,"19.288.789,00"
683,Non-Remote,Rp14.548.000,Monthly,Rp14.548.000,Non-Engineering,Individual,"Sumatra, Jakarta",S2,3,0,44979,44979,45458,2072925747,"14.926.239,48"
684,Non-Remote,Rp14.548.000,Monthly,Rp14.548.000,Non-Engineering,Individual,"Sumatra, Jakarta",D3,15,0,44979,44979,45445,2072925747,"14.926.239,48"
685,Non-Remote,Rp14.548.000,Monthly,Rp14.548.000,Non-Engineering,Individual,"Sumatra, Jakarta",S1,1,0,44979,44979,45445,2072925747,"14.926.239,48"
686,Non-Remote,Rp14.775.000,Monthly,Rp14.775.000,Non-Engineering,Individual,"Sumatra, Jakarta",S2,1,0,44979,44979,45506,2072925747,"15.159.141,35"
687,Non-Remote,Rp11.200.000,Monthly,Rp11.200.000,Non-Engineering,Individual,"Sumatra, Jakarta",D3,10,0,44979,44979,45506,2072925747,"11.491.193,44"
688,Non-Remote,Rp9.900.000,Monthly,Rp9.900.000,Non-Engineering,Individual,"Sumatra, Jakarta",D3,5,0,44979,44979,45505,2072925747,"10.157.394,21"
689,Non-Remote,Rp9.450.000,Monthly,Rp9.450.000,Non-Engineering,Individual,"Sumatra, Jakarta",D3,3,0,44979,44979,45505,2072925747,"9.695.694,47"
690,Non-Remote,Rp7.700.000,Monthly,Rp7.700.000,Non-Engineering,Individual,"Sumatra, Jakarta",SMA,10,0,44979,44979,45623,2072925747,"7.900.195,49"
691,Non-Remote,Rp7.400.000,Monthly,Rp7.400.000,Non-Engineering,Individual,"Sumatra, Jakarta",SMA,5,0,44979,44979,45754,2072925747,"7.592.395,67"
692,Non-Remote,Rp24.201.270,Monthly,Rp24.201.270,Operational Support,Management,"Sumatra, Jakarta",D3,8,1,45161,45161,45506,1999697032,"25.739.778,99"
693,Non-Remote,Rp15.579.071,Monthly,Rp15.579.071,Operational Support,Individual,"Sumatra, Jakarta",S1,2,2,45161,45161,45505,1999697032,"16.569.454,60"
694,Non-Remote,Rp15.579.071,Monthly,Rp15.579.071,Engineering,Individual,"Sumatra, Jakarta",D3,2,1,45161,45161,45505,1999697032,"16.569.454,60"
695,Non-Remote,Rp15.579.071,Monthly,Rp15.579.071,Non-Engineering,Individual,"Sumatra, Jakarta",D3,3,2,45161,45161,45470,1999697032,"16.569.454,60"
696,Non-Remote,Rp13.718.609,Monthly,Rp13.718.609,Non-Engineering,Individual,"Sumatra, Jakarta",SMA,3,1,45161,45161,45470,1999697032,"14.590.720,39"
697,Non-Remote,Rp13.788.269,Monthly,Rp13.788.269,Non-Engineering,Individual,"Sumatra, Jakarta",D3,1,0,45161,45161,45623,1999697032,"14.664.808,78"
698,Non-Remote,Rp13.786.634,Monthly,Rp13.786.634,Non-Engineering,Individual,"Sumatra, Jakarta",SMA,1,1,45161,45161,45754,1999697032,"14.663.069,84"
699,Non-Remote,Rp14.136.863,Monthly,Rp14.136.863,Non-Engineering,Individual,"Sumatra, Jakarta",SMA,1,1,45161,45161,45623,1999697032,"15.035.563,39"
700,Non-Remote,Rp14.136.863,Monthly,Rp14.136.863,Non-Engineering,Individual,"Sumatra, Jakarta",SMA,1,1,45161,45161,45623,1999697032,"15.035.563,39"
701,Non-Remote,Rp14.896.901,Monthly,Rp14.896.901,Non-Engineering,Individual,"Sumatra, Jakarta",SMA,1,1,45161,45161,45754,1999697032,"15.843.918,08"
702,Non-Remote,Rp14.958.917,Monthly,Rp14.958.917,Operational Support,Individual,"Sumatra, Jakarta",D3,2,0,45161,45161,45754,1999697032,"15.909.876,53"
703,Non-Remote,Rp14.322.264,Monthly,Rp14.322.264,Operational Support,Individual,"Sumatra, Jakarta",D3,2,0,45161,45161,45623,1999697032,"15.232.750,60"
704,Non-Remote,Rp13.718.609,Monthly,Rp13.718.609,Non-Engineering,Individual,"Sumatra, Jakarta",D3,1,0,45161,45161,45623,1999697032,"14.590.720,39"
705,Non-Remote,Rp16.575.000,Monthly,Rp16.575.000,Non-Engineering,Management,Sumatra,D3,1,0,44669,44669,45754,1970842067,"17.886.796,75"
706,Non-Remote,Rp16.575.000,Monthly,Rp16.575.000,Non-Engineering,Management,Sumatra,SMA,10,0,44669,44669,45754,1970842067,"17.886.796,75"
707,Non-Remote,Rp16.575.000,Monthly,Rp16.575.000,Non-Engineering,Management,Sumatra,D3,7,0,44669,44669,45623,1970842067,"17.886.796,75"
708,Non-Remote,Rp10.265.000,Monthly,Rp10.265.000,Non-Engineering,Individual,Sumatra,S1,5,0,44669,44669,45623,1970842067,"11.077.403,84"
709,Non-Remote,Rp10.265.000,Monthly,Rp10.265.000,Non-Engineering,Individual,Sumatra,D3,5,0,44669,44669,45754,1970842067,"11.077.403,84"
710,Non-Remote,Rp13.167.000,Monthly,Rp13.167.000,Non-Engineering,Individual,Sumatra,S1,3,0,44669,44669,45754,1970842067,"14.209.077,09"
711,Non-Remote,Rp13.167.000,Monthly,Rp13.167.000,Non-Engineering,Individual,Sumatra,SMA,8,0,44669,44669,45623,1970842067,"14.209.077,09"
712,Non-Remote,Rp13.167.000,Monthly,Rp13.167.000,Non-Engineering,Individual,Sumatra,D3,5,0,44669,44669,45623,1970842067,"14.209.077,09"
713,Non-Remote,Rp12.724.000,Monthly,Rp12.724.000,Non-Engineering,Individual,Sumatra,S1,4,0,44669,44669,45623,1970842067,"13.731.016,70"
714,Non-Remote,Rp12.724.000,Monthly,Rp12.724.000,Non-Engineering,Individual,Sumatra,SMA,6,0,44669,44669,45754,1970842067,"13.731.016,70"
715,Non-Remote,Rp12.724.000,Monthly,Rp12.724.000,Non-Engineering,Individual,Sumatra,D3,4,0,44669,44669,45754,1970842067,"13.731.016,70"
716,Non-Remote,Rp12.246.000,Monthly,Rp12.246.000,Non-Engineering,Individual,Sumatra,S1,3,0,44669,44669,45754,1970842067,"13.215.186,31"
717,Non-Remote,Rp12.246.000,Monthly,Rp12.246.000,Non-Engineering,Individual,Sumatra,SMA,4,0,44669,44669,45623,1970842067,"13.215.186,31"
718,Non-Remote,Rp12.246.000,Monthly,Rp12.246.000,Non-Engineering,Individual,Sumatra,D3,3,0,44669,44669,45623,1970842067,"13.215.186,31"
719,Non-Remote,Rp15.046.000,Monthly,Rp15.046.000,Engineering,Individual,Sumatra,S1,2,0,44669,44669,45623,1970842067,"16.236.786,96"
720,Non-Remote,Rp15.046.000,Monthly,Rp15.046.000,Engineering,Individual,Sumatra,D3,3,1,44669,44669,45754,1970842067,"16.236.786,96"
721,Non-Remote,Rp14.644.830,Monthly,Rp14.644.830,Non-Engineering,Individual,Sumatra,S1,2,1,44679,44679,45754,1917842076,"16.240.610,51"
722,Non-Remote,Rp14.644.830,Monthly,Rp14.644.830,Non-Engineering,Individual,Sumatra,D3,7,0,44679,44679,45754,1917842076,"16.240.610,51"
723,Non-Remote,Rp10.549.280,Monthly,Rp10.549.280,Non-Engineering,Individual,Sumatra,S1,5,0,44679,44679,45623,1917842076,"11.698.787,05"
724,Non-Remote,Rp10.549.280,Monthly,Rp10.549.280,Non-Engineering,Individual,Sumatra,D3,3,0,44679,44679,45623,1917842076,"11.698.787,05"
725,Non-Remote,Rp8.000.000,Monthly,Rp8.000.000,Engineering,Individual,Sumatra,SMA,7,0,44700,44700,45623,1970545021,"8.634.446,13"
726,Non-Remote,Rp8.000.000,Monthly,Rp8.000.000,Engineering,Individual,Sumatra,D3,3,0,44700,44700,45754,1970545021,"8.634.446,13"
727,Non-Remote,Rp8.000.000,Monthly,Rp8.000.000,Engineering,Individual,Sumatra,D3,3,1,44700,44700,45754,1970545021,"8.634.446,13"
728,Non-Remote,Rp8.000.000,Monthly,Rp8.000.000,Engineering,Individual,Sumatra,S1,1,1,44700,44700,45754,1970545021,"8.634.446,13"
729,Non-Remote,Rp7.000.000,Monthly,Rp7.000.000,Engineering,Individual,Sumatra,SMA,7,0,44700,44700,45442,1970545021,"7.555.140,36"
730,Non-Remote,Rp7.000.000,Monthly,Rp7.000.000,Engineering,Individual,Sumatra,D3,3,0,44700,44700,45458,1970545021,"7.555.140,36"
731,Non-Remote,Rp7.000.000,Monthly,Rp7.000.000,Engineering,Individual,Sumatra,SMA,3,0,44700,44700,45442,1970545021,"7.555.140,36"
732,Non-Remote,Rp6.000.000,Monthly,Rp6.000.000,Engineering,Individual,Sumatra,SMA,1,0,44700,44700,45458,1970545021,"6.475.834,60"
733,Non-Remote,Rp6.000.000,Monthly,Rp6.000.000,Operational Support,Individual,Sumatra,SMA,1,0,44700,44700,45445,1970545021,"6.475.834,60"
734,Non-Remote,Rp6.000.000,Monthly,Rp6.000.000,Operational Support,Individual,Sumatra,SMA,1,0,44700,44700,45445,1970545021,"6.475.834,60"
735,Non-Remote,Rp5.700.000,Monthly,Rp5.700.000,Operational Support,Individual,Sumatra,SMA,1,0,44700,44700,45445,1970545021,"6.152.042,87"
736,Non-Remote,Rp7.998.760,Monthly,Rp7.998.760,Engineering,Individual,"Sumatra, Jakarta",D3,5,0,44741,44741,45506,1966247162,"8.651.978,19"
737,Non-Remote,Rp7.998.760,Monthly,Rp7.998.760,Engineering,Individual,"Sumatra, Jakarta",SMA,10,0,44741,44741,45506,1966247162,"8.651.978,19"
738,Non-Remote,Rp10.208.660,Monthly,Rp10.208.660,Non-Engineering,Individual,"Sumatra, Jakarta",S1,4,0,44741,44741,45506,1966247162,"11.042.349,53"
739,Non-Remote,Rp10.208.660,Monthly,Rp10.208.660,Non-Engineering,Individual,"Sumatra, Jakarta",D3,6,1,44741,44741,45505,1966247162,"11.042.349,53"
740,Non-Remote,Rp19.770.520,Monthly,Rp19.770.520,Non-Engineering,Individual,"Sumatra, Jakarta",S1,2,2,44741,44741,45505,1966247162,"21.385.078,18"
741,Non-Remote,Rp19.770.520,Monthly,Rp19.770.520,Non-Engineering,Individual,"Sumatra, Jakarta",D3,5,3,44741,44741,45442,1966247162,"21.385.078,18"
742,Non-Remote,Rp19.770.520,Monthly,Rp19.770.520,Non-Engineering,Individual,"Sumatra, Jakarta",SMA,13,4,44741,44741,45442,1966247162,"21.385.078,18"
743,Non-Remote,Rp28.777.210,Monthly,Rp28.777.210,Non-Engineering,Individual,"Sumatra, Jakarta",S1,5,5,44741,44741,45442,1966247162,"31.127.298,90"
744,Non-Remote,Rp32.668.790,Monthly,Rp32.668.790,Non-Engineering,Individual,"Sumatra, Jakarta",S1,3,6,44741,44741,45442,1966247162,"35.336.684,52"
745,Non-Remote,Rp22.120.560,Monthly,Rp22.120.560,Engineering,Individual,"Sumatra, Jakarta",S1,2,7,44741,44741,45458,1966247162,"23.927.034,03"
746,Non-Remote,Rp42.775.040,Monthly,Rp42.775.040,Engineering,Individual,"Sumatra, Jakarta",S1,5,8,44741,44741,45458,1966247162,"46.268.260,74"
747,Non-Remote,Rp66.050.000,Monthly,Rp66.050.000,Engineering,Individual,"Sumatra, Jakarta",S2,14,9,44741,44741,45458,1966247162,"71.443.968,77"
748,Non-Remote,Rp66.050.000,Monthly,Rp66.050.000,Engineering,Individual,"Sumatra, Jakarta",S1,16,10,44741,44741,45458,1966247162,"71.443.968,77"
749,Non-Remote,Rp14.476.890,Monthly,Rp14.476.890,Engineering,Individual,"Sumatra, Jakarta",S1,1,0,44966,44966,45442,2017439977,"15.261.791,31"
