No,Location Type,Gross Salary,Unit Salary,Converted Salary,Segment,Role Type,Location,Education,Year of Experience,Certificate,Year,Start Date,End Date,Index,Adjusted Salary
454,Non-Remote,Rp9.206.937,Monthly,Rp9.206.937,Engineering,Individual,Sumatra,S1,4,0,44937,44937,45754,1984763794,"9.865.911,20"
455,Non-Remote,Rp9.233.968,Monthly,Rp9.233.968,Engineering,Individual,Sumatra,SMA,4,0,44937,44937,45444,1984763794,"9.894.877,38"
456,Non-Remote,Rp9.233.968,Monthly,Rp9.233.968,Operational Support,Individual,Sumatra,SMA,0,0,44937,44937,45444,1984763794,"9.894.877,38"
457,Non-Remote,Rp9.865.268,Monthly,Rp9.865.268,Operational Support,Individual,Sumatra,SMA,3,0,44937,44937,45444,1984763794,"10.571.361,83"
458,Non-Remote,Rp17.642.606,Monthly,Rp17.642.606,Engineering,Individual,Sumatra,SMA,5,0,44937,44937,45444,1984763794,"18.905.351,86"
459,Non-Remote,Rp17.642.606,Monthly,Rp17.642.606,Engineering,Individual,Sumatra,SMA,5,0,44937,44937,45444,1984763794,"18.905.351,86"
460,Non-Remote,Rp9.318.421,Monthly,Rp9.318.421,Operational Support,Individual,Sumatra,D3,3,0,44937,44937,45444,1984763794,"9.985.374,56"
461,Non-Remote,Rp18.089.610,Monthly,Rp18.089.610,Engineering,Management,Sumatra,D3,1,0,44937,44937,45444,1984763794,"19.384.349,64"
462,Non-Remote,Rp9.566.988,Monthly,Rp9.566.988,Engineering,Individual,Sumatra,SMA,10,0,44937,44937,45444,1984763794,"10.251.732,41"
463,Non-Remote,Rp22.378.535,Monthly,Rp22.378.535,Engineering,Management,Sumatra,SMA,10,0,44937,44937,45904,1984763794,"23.980.248,44"
464,Non-Remote,Rp22.378.535,Monthly,Rp22.378.535,Engineering,Management,Sumatra,SMA,10,1,44937,44937,45904,1984763794,"23.980.248,44"
465,Non-Remote,Rp22.378.535,Monthly,Rp22.378.535,Engineering,Management,Sumatra,D3,7,1,44937,44937,45904,1984763794,"23.980.248,44"
466,Non-Remote,Rp15.538.856,Monthly,Rp15.538.856,Engineering,Individual,Sumatra,S1,5,1,44937,44937,45623,1984763794,"16.651.028,75"
467,Non-Remote,Rp9.566.988,Monthly,Rp9.566.988,Non-Engineering,Individual,Sumatra,D3,3,1,44937,44937,45623,1984763794,"10.251.732,41"
468,Non-Remote,Rp17.493.049,Monthly,Rp17.493.049,"Production, Seismic and G&G",Individual,Sumatra,S1,2,0,44937,44937,45623,1984763794,"18.745.090,80"
469,Non-Remote,Rp27.264.019,Monthly,Rp27.264.019,Engineering,Management,Sumatra,S1,5,0,44937,44937,45684,1984763794,"29.215.404,82"
470,Non-Remote,Rp27.264.019,Monthly,Rp27.264.019,Engineering,Management,Sumatra,SMA,10,0,44937,44937,45684,1984763794,"29.215.404,82"
471,Non-Remote,Rp27.264.019,Monthly,Rp27.264.019,Engineering,Management,Sumatra,D3,7,0,44937,44937,45623,1984763794,"29.215.404,82"
472,Non-Remote,Rp15.271.318,Monthly,Rp15.271.318,Operational Support,Individual,Sumatra,S1,5,0,44937,44937,45623,1984763794,"16.364.342,23"
473,Non-Remote,Rp15.271.318,Monthly,Rp15.271.318,Operational Support,Individual,Sumatra,SMA,9,0,44937,44937,45623,1984763794,"16.364.342,23"
474,Non-Remote,Rp15.271.318,Monthly,Rp15.271.318,Operational Support,Individual,Sumatra,D3,7,0,44937,44937,45506,1984763794,"16.364.342,23"
475,Non-Remote,Rp37.891.890,Monthly,Rp37.891.890,Engineering,Management,Sumatra,S1,4,0,44937,44937,45506,1984763794,"40.603.951,02"
476,Non-Remote,Rp37.891.890,Monthly,Rp37.891.890,Engineering,Management,Sumatra,D3,15,0,44937,44937,45505,1984763794,"40.603.951,02"
477,Non-Remote,Rp17.244.482,Monthly,Rp17.244.482,Engineering,Individual,Sumatra,S1,12,0,44937,44937,45505,1984763794,"18.478.732,95"
478,Non-Remote,Rp9.716.128,Monthly,Rp9.716.128,Engineering,Individual,Sumatra,D3,3,0,44937,44937,45442,1984763794,"10.411.547,12"
479,Non-Remote,Rp9.096.683,Monthly,Rp9.096.683,Engineering,Individual,Sumatra,SMA,3,0,44937,44937,45442,1984763794,"9.747.765,40"
480,Non-Remote,Rp10.453.877,Monthly,Rp10.453.877,Engineering,Individual,Sumatra,SMA,2,0,44937,44937,45442,1984763794,"11.202.099,50"
481,Non-Remote,Rp11.636.260,Monthly,Rp11.636.260,Engineering,Individual,Sumatra,D3,3,0,44937,44937,45442,1984763794,"12.469.109,35"
482,Non-Remote,Rp11.636.260,Monthly,Rp11.636.260,Engineering,Individual,Sumatra,SMA,8,1,44937,44937,45458,1984763794,"12.469.109,35"
483,Non-Remote,Rp10.521.607,Monthly,Rp10.521.607,Operational Support,Individual,Sumatra,D3,5,1,44937,44937,45458,1984763794,"11.274.676,79"
484,Non-Remote,Rp9.522.281,Monthly,Rp9.522.281,Engineering,Management,Sumatra,D3,3,1,44937,44937,45458,1984763794,"10.203.825,93"
485,Non-Remote,Rp9.522.281,Monthly,Rp9.522.281,Engineering,Management,Sumatra,SMA,15,0,44937,44937,45506,1984763794,"10.203.825,93"
486,Non-Remote,Rp9.522.281,Monthly,Rp9.522.281,Engineering,Management,Sumatra,SMA,5,0,44937,44937,45506,1984763794,"10.203.825,93"
487,Non-Remote,Rp9.522.281,Monthly,Rp9.522.281,Engineering,Management,Sumatra,SMA,5,2,44937,44937,45506,1984763794,"10.203.825,93"
488,Non-Remote,Rp9.408.029,Monthly,Rp9.408.029,Engineering,Management,Sumatra,D3,3,2,44937,44937,45506,1984763794,"10.081.396,16"
489,Non-Remote,Rp10.163.549,Monthly,Rp10.163.549,Operational Support,Individual,Sumatra,SMA,6,0,44937,44937,45506,1984763794,"10.890.991,25"
490,Non-Remote,Rp9.320.393,Monthly,Rp9.320.393,Engineering,Individual,Sumatra,SMA,3,0,44937,44937,45506,1984763794,"9.987.487,47"
491,Non-Remote,Rp9.408.029,Monthly,Rp9.408.029,Engineering,Individual,Sumatra,SMA,0,0,44937,44937,45506,1984763794,"10.081.396,16"
492,Non-Remote,Rp9.233.968,Monthly,Rp9.233.968,Engineering,Individual,Sumatra,SMA,3,1,44937,44937,45506,1984763794,"9.894.877,38"
493,Non-Remote,Rp9.547.227,Monthly,Rp9.547.227,Engineering,Individual,Sumatra,SMA,2,1,44937,44937,45506,1984763794,"10.230.556,55"
494,Non-Remote,Rp16.267.386,Monthly,Rp16.267.386,Engineering,Management,Sumatra,S1,2,1,44937,44937,45458,1984763794,"17.431.701,93"
495,Non-Remote,Rp16.267.386,Monthly,Rp16.267.386,Engineering,Management,Sumatra,SMA,9,0,44937,44937,45623,1984763794,"17.431.701,93"
496,Non-Remote,Rp16.267.386,Monthly,Rp16.267.386,Engineering,Management,Sumatra,D3,7,0,44937,44937,45754,1984763794,"17.431.701,93"
497,Non-Remote,Rp9.206.937,Monthly,Rp9.206.937,Operational Support,Individual,Sumatra,S1,4,0,44937,44937,45623,1984763794,"9.865.911,20"
498,Non-Remote,Rp9.233.968,Monthly,Rp9.233.968,Engineering,Individual,Sumatra,SMA,4,0,44937,44937,45754,1984763794,"9.894.877,38"
499,Non-Remote,Rp9.233.968,Monthly,Rp9.233.968,Operational Support,Individual,Sumatra,SMA,0,0,44937,44937,45623,1984763794,"9.894.877,38"
500,Non-Remote,Rp9.865.268,Monthly,Rp9.865.268,Operational Support,Individual,Sumatra,SMA,3,0,44937,44937,45754,1984763794,"10.571.361,83"
501,Non-Remote,Rp20.544.176,Monthly,Rp20.544.176,Operational Support,Individual,Sumatra,D3,3,0,44937,44937,45623,1984763794,"22.014.597,34"
502,Non-Remote,Rp20.544.176,Monthly,Rp20.544.176,Operational Support,Individual,Sumatra,SMA,5,0,44937,44937,45754,1984763794,"22.014.597,34"
503,Non-Remote,Rp19.782.181,Monthly,Rp19.782.181,Operational Support,Individual,Sumatra,D3,3,0,44937,44937,45623,1984763794,"21.198.063,62"
504,Non-Remote,Rp19.782.181,Monthly,Rp19.782.181,Operational Support,Individual,Sumatra,SMA,7,1,44937,44937,45754,1984763794,"21.198.063,62"
505,Non-Remote,Rp19.782.181,Monthly,Rp19.782.181,Operational Support,Individual,Sumatra,D3,5,1,44937,44937,45623,1984763794,"21.198.063,62"
506,Remote,Rp23.625.802,Monthly,Rp23.625.802,Operational Support,Individual,Sumatra,S1,3,1,44937,44937,45754,1984763794,"25.316.786,95"
507,Remote,Rp23.625.802,Monthly,Rp23.625.802,Operational Support,Individual,Sumatra,SMA,5,0,44937,44937,45512,1984763794,"25.316.786,95"
508,Remote,Rp22.749.508,Monthly,Rp22.749.508,Operational Support,Individual,Sumatra,D3,3,0,44937,44937,45512,1984763794,"24.377.773,17"
509,Remote,Rp22.749.508,Monthly,Rp22.749.508,Operational Support,Individual,Sumatra,SMA,7,1,44937,44937,45623,1984763794,"24.377.773,17"
510,Remote,Rp22.749.508,Monthly,Rp22.749.508,Operational Support,Individual,Sumatra,D3,5,1,44937,44937,45623,1984763794,"24.377.773,17"
511,Non-Remote,Rp19.448.905,Monthly,Rp19.448.905,Engineering,Individual,Sumatra,S1,3,1,44937,44937,45754,1984763794,"20.840.934,80"
512,Non-Remote,Rp19.448.905,Monthly,Rp19.448.905,Engineering,Individual,Sumatra,SMA,5,0,44937,44937,45754,1984763794,"20.840.934,80"
513,Non-Remote,Rp16.874.490,Monthly,Rp16.874.490,Engineering,Individual,Sumatra,D3,3,0,44937,44937,45442,1984763794,"18.082.259,25"
514,Non-Remote,Rp16.874.490,Monthly,Rp16.874.490,Engineering,Individual,Sumatra,SMA,7,1,44937,44937,45458,1984763794,"18.082.259,25"
515,Non-Remote,Rp16.874.490,Monthly,Rp16.874.490,Engineering,Individual,Sumatra,D3,5,1,44937,44937,45442,1984763794,"18.082.259,25"
516,Remote,Rp22.366.241,Monthly,Rp22.366.241,Engineering,Individual,Sumatra,S1,3,1,44937,44937,45442,1984763794,"23.967.075,02"
517,Remote,Rp22.366.241,Monthly,Rp22.366.241,Engineering,Individual,Sumatra,SMA,5,0,44937,44937,45458,1984763794,"23.967.075,02"
518,Remote,Rp19.405.664,Monthly,Rp19.405.664,Engineering,Individual,Sumatra,D3,3,0,44937,44937,45458,1984763794,"20.794.598,13"
519,Remote,Rp19.405.664,Monthly,Rp19.405.664,Engineering,Individual,Sumatra,SMA,7,1,44937,44937,45442,1984763794,"20.794.598,13"
520,Remote,Rp19.405.664,Monthly,Rp19.405.664,Engineering,Individual,Sumatra,D3,5,1,44937,44937,45442,1984763794,"20.794.598,13"
521,Non-Remote,Rp16.075.000,Monthly,Rp16.075.000,Engineering,Management,Sumatra,D3,1,1,44713,44713,45506,1989573228,"17.183.906,93"
522,Non-Remote,Rp15.054.000,Monthly,Rp15.054.000,Engineering,Individual,Sumatra,SMA,8,2,44713,44713,45442,1989573228,"16.092.474,96"
523,Non-Remote,Rp12.225.000,Monthly,Rp12.225.000,Engineering,Individual,Sumatra,SMA,4,3,44713,44713,45442,1989573228,"13.068.321,14"
524,Non-Remote,Rp15.175.000,Monthly,Rp15.175.000,Engineering,Individual,Sumatra,SMA,3,4,44713,44713,44721,1989573228,"16.221.821,94"
525,Non-Remote,Rp11.775.000,Monthly,Rp11.775.000,Engineering,Individual,Sumatra,SMA,5,5,44713,44713,44721,1989573228,"12.587.278,64"
526,Non-Remote,Rp15.054.000,Monthly,Rp15.054.000,Engineering,Individual,Sumatra,S1,3,6,44713,44713,44721,1989573228,"16.092.474,96"
527,Non-Remote,Rp12.225.000,Monthly,Rp12.225.000,Non-Engineering,Individual,Sumatra,S1,3,7,44713,44713,44721,1989573228,"13.068.321,14"
528,Non-Remote,Rp12.225.000,Monthly,Rp12.225.000,Engineering,Individual,Sumatra,SMA,5,8,44713,44713,44721,1989573228,"13.068.321,14"
529,Non-Remote,Rp11.775.000,Monthly,Rp11.775.000,Engineering,Individual,Sumatra,SMA,4,9,44713,44713,44721,1989573228,"12.587.278,64"
530,Non-Remote,Rp13.287.000,Monthly,Rp13.287.000,Non-Engineering,Individual,Sumatra,S1,5,10,44889,44889,44721,2037412548,"13.870.075,24"
531,Non-Remote,Rp12.150.000,Monthly,Rp12.150.000,Non-Engineering,Individual,"Sumatra, Jakarta",S2,0,0,44781,44781,45506,199956011,"12.923.277,57"
532,Non-Remote,Rp18.270.000,Monthly,Rp18.270.000,Non-Engineering,Individual,"Sumatra, Jakarta",S1,0,0,44781,44781,45442,199956011,"19.432.780,35"
533,Non-Remote,Rp23.100.000,Monthly,Rp23.100.000,Non-Engineering,Individual,"Sumatra, Jakarta",S1,4,0,44781,44781,45458,199956011,"24.570.182,05"
534,Non-Remote,Rp26.860.000,Monthly,Rp26.860.000,Non-Engineering,Individual,"Sumatra, Jakarta",S1,7,0,44781,44781,45445,199956011,"28.569.484,41"
535,Non-Remote,Rp13.780.000,Monthly,Rp13.780.000,Non-Engineering,Individual,"Sumatra, Jakarta",S1,10,0,44781,44781,45445,199956011,"14.657.017,69"
536,Non-Remote,Rp18.040.000,Monthly,Rp18.040.000,Non-Engineering,Individual,"Sumatra, Jakarta",S1,10,0,44781,44781,45506,199956011,"19.188.142,17"
537,Non-Remote,Rp26.434.000,Monthly,Rp26.434.000,Engineering,Individual,"Sumatra, Jakarta",S1,4,0,44781,44781,45506,199956011,"28.116.371,96"
538,Non-Remote,Rp35.340.000,Monthly,Rp35.340.000,Engineering,Individual,"Sumatra, Jakarta",S1,5,0,44781,44781,45445,199956011,"37.589.187,60"
539,Non-Remote,Rp41.880.000,Monthly,Rp41.880.000,Engineering,Individual,"Sumatra, Jakarta",S1,8,0,44781,44781,45445,199956011,"44.545.420,96"
540,Non-Remote,Rp69.430.000,Monthly,Rp69.430.000,"Production, Seismic and G&G",Individual,"Sumatra, Jakarta",S1,8,0,44781,44781,45445,199956011,"73.848.819,89"
541,Non-Remote,Rp42.030.000,Monthly,Rp42.030.000,Non-Engineering,Individual,"Sumatra, Jakarta",S1,15,0,44781,44781,45506,199956011,"44.704.967,59"
542,Non-Remote,Rp32.990.000,Monthly,Rp32.990.000,Non-Engineering,Management,"Sumatra, Jakarta",S1,5,0,44781,44781,45506,199956011,"35.089.623,62"
543,Non-Remote,Rp26.500.000,Monthly,Rp26.500.000,Non-Engineering,Individual,"Sumatra, Jakarta",S1,8,0,44781,44781,45506,199956011,"28.186.572,48"
544,Non-Remote,Rp26.320.000,Monthly,Rp26.320.000,Non-Engineering,Individual,"Sumatra, Jakarta",S1,5,0,44781,44781,45505,199956011,"27.995.116,51"
545,Non-Remote,Rp31.540.000,Monthly,Rp31.540.000,Non-Engineering,Individual,"Sumatra, Jakarta",S1,2,0,44781,44781,45505,199956011,"33.547.339,47"
546,Non-Remote,Rp15.120.000,Monthly,Rp15.120.000,Non-Engineering,Individual,"Sumatra, Jakarta",S1,5,0,44781,44781,45505,199956011,"16.082.300,98"
547,Remote,Rp23.840.000,Monthly,Rp23.840.000,Non-Engineering,Individual,"Sumatra, Jakarta",S1,2,0,44781,44781,45623,199956011,"25.357.278,79"
548,Remote,Rp29.330.000,Monthly,Rp29.330.000,Non-Engineering,Individual,"Sumatra, Jakarta",S1,7,0,44781,44781,45623,199956011,"31.196.685,69"
549,Remote,Rp19.430.000,Monthly,Rp19.430.000,Non-Engineering,Individual,"Sumatra, Jakarta",S1,10,0,44781,44781,45505,199956011,"20.666.607,67"
550,Non-Remote,Rp28.109.259,Monthly,Rp28.109.259,Non-Engineering,Individual,"Sumatra, Jakarta",S1,4,0,44782,44782,45478,199956011,"29.898.251,55"
551,Non-Remote,Rp23.603.499,Monthly,Rp23.603.499,Non-Engineering,Individual,"Sumatra, Jakarta",S1,5,0,44782,44782,45478,199956011,"25.105.725,86"
552,Non-Remote,Rp19.848.699,Monthly,Rp19.848.699,Non-Engineering,Individual,"Sumatra, Jakarta",S1,5,0,44782,44782,45478,199956011,"21.111.954,45"
553,Non-Remote,Rp17.985.253,Monthly,Rp17.985.253,Non-Engineering,Individual,"Sumatra, Jakarta",S1,10,0,44782,44782,45478,199956011,"19.129.910,84"
554,Non-Remote,Rp16.300.396,Monthly,Rp16.300.396,Engineering,Individual,"Sumatra, Jakarta",S1,5,0,44768,44768,45478,199956011,"17.337.822,39"
555,Non-Remote,Rp16.300.396,Monthly,Rp16.300.396,Engineering,Individual,"Sumatra, Jakarta",SMA,4,0,44768,44768,45478,199956011,"17.337.822,39"
556,Non-Remote,Rp16.300.396,Monthly,Rp16.300.396,Engineering,Individual,"Sumatra, Jakarta",D3,0,0,44768,44768,45478,199956011,"17.337.822,39"
557,Non-Remote,Rp19.510.806,Monthly,Rp19.510.806,Non-Engineering,Individual,"Sumatra, Jakarta",D3,6,0,44768,44768,45478,199956011,"20.752.556,51"
558,Non-Remote,Rp19.510.806,Monthly,Rp19.510.806,Non-Engineering,Individual,"Sumatra, Jakarta",D4,4,0,44768,44768,45478,199956011,"20.752.556,51"
559,Non-Remote,Rp39.621.913,Monthly,Rp39.621.913,Non-Engineering,Individual,"Sumatra, Jakarta",S1,0,0,44768,44768,45478,199956011,"42.143.619,72"
560,Non-Remote,Rp39.621.913,Monthly,Rp39.621.913,Non-Engineering,Individual,"Sumatra, Jakarta",SMA,13,0,44768,44768,45478,199956011,"42.143.619,72"
561,Non-Remote,Rp39.621.913,Monthly,Rp39.621.913,Non-Engineering,Individual,"Sumatra, Jakarta",D3,5,0,44768,44768,45478,199956011,"42.143.619,72"
562,Non-Remote,Rp39.621.913,Monthly,Rp39.621.913,Non-Engineering,Individual,"Sumatra, Jakarta",D4,2,0,44768,44768,45478,199956011,"42.143.619,72"
563,Non-Remote,Rp56.989.019,Monthly,Rp56.989.019,Non-Engineering,Individual,"Sumatra, Jakarta",S1,2,0,44768,44768,45478,199956011,"60.616.042,06"
564,Non-Remote,Rp56.989.019,Monthly,Rp56.989.019,Non-Engineering,Individual,"Sumatra, Jakarta",D4,5,0,44768,44768,45513,199956011,"60.616.042,06"
565,Non-Remote,Rp77.580.569,Monthly,Rp77.580.569,Non-Engineering,Individual,"Sumatra, Jakarta",S1,5,0,44768,44768,45513,199956011,"82.518.125,70"
566,Non-Remote,Rp56.581.742,Monthly,Rp56.581.742,Engineering,Individual,"Sumatra, Jakarta",S1,3,0,44768,44768,45513,199956011,"60.182.844,22"
567,Non-Remote,Rp56.581.742,Monthly,Rp56.581.742,Engineering,Individual,"Sumatra, Jakarta",D4,2,0,44768,44768,45513,199956011,"60.182.844,22"
568,Non-Remote,Rp73.170.024,Monthly,Rp73.170.024,Engineering,Individual,"Sumatra, Jakarta",S1,2,0,44768,44768,45513,199956011,"77.826.874,89"
569,Non-Remote,Rp73.170.024,Monthly,Rp73.170.024,Engineering,Individual,"Sumatra, Jakarta",D4,10,0,44768,44768,45513,199956011,"77.826.874,89"
570,Non-Remote,Rp115.194.467,Monthly,Rp115.194.467,Engineering,Individual,"Sumatra, Jakarta",S1,10,0,44768,44768,45513,199956011,"122.525.931,82"
571,Non-Remote,Rp115.194.467,Monthly,Rp115.194.467,Engineering,Individual,"Sumatra, Jakarta",D4,16,0,44768,44768,45513,199956011,"122.525.931,82"
572,Non-Remote,Rp115.194.467,Monthly,Rp115.194.467,Engineering,Individual,"Sumatra, Jakarta",S1,16,0,44768,44768,45513,199956011,"122.525.931,82"
573,Non-Remote,Rp5.991.000,Monthly,Rp5.991.000,Operational Support,Individual,"Sumatra, Jakarta",S2,14,0,44775,44775,45513,1946038111,"6.547.550,21"
574,Non-Remote,Rp5.991.000,Monthly,Rp5.991.000,Operational Support,Individual,"Sumatra, Jakarta",D3,0,0,44775,44775,45513,1946038111,"6.547.550,21"
575,Non-Remote,Rp7.762.000,Monthly,Rp7.762.000,Operational Support,Individual,"Sumatra, Jakarta",S1,0,0,44775,44775,45513,1946038111,"8.483.072,06"
576,Non-Remote,Rp7.762.000,Monthly,Rp7.762.000,Operational Support,Individual,"Sumatra, Jakarta",D3,2,0,44775,44775,45513,1946038111,"8.483.072,06"
577,Non-Remote,Rp8.192.000,Monthly,Rp8.192.000,Operational Support,Individual,"Sumatra, Jakarta",S1,0,0,44775,44775,45513,1946038111,"8.953.018,07"
578,Non-Remote,Rp8.192.000,Monthly,Rp8.192.000,Operational Support,Individual,"Sumatra, Jakarta",D3,4,0,44775,44775,45513,1946038111,"8.953.018,07"
579,Non-Remote,Rp11.855.000,Monthly,Rp11.855.000,Operational Support,Individual,"Sumatra, Jakarta",S1,2,0,44775,44775,45513,1946038111,"12.956.302,40"
580,Non-Remote,Rp11.855.000,Monthly,Rp11.855.000,Operational Support,Individual,"Sumatra, Jakarta",D3,6,0,44775,44775,45513,1946038111,"12.956.302,40"
581,Non-Remote,Rp13.658.000,Monthly,Rp13.658.000,Operational Support,Individual,"Sumatra, Jakarta",S1,4,0,44775,44775,45513,1946038111,"14.926.796,98"
582,Non-Remote,Rp13.658.000,Monthly,Rp13.658.000,Operational Support,Individual,"Sumatra, Jakarta",D3,8,0,44775,44775,45513,1946038111,"14.926.796,98"
583,Non-Remote,Rp14.195.000,Monthly,Rp14.195.000,Operational Support,Individual,"Sumatra, Jakarta",S1,6,0,44775,44775,45513,1946038111,"15.513.683,05"
584,Non-Remote,Rp15.791.000,Monthly,Rp15.791.000,Operational Support,Individual,"Sumatra, Jakarta",S1,0,0,44775,44775,45513,1946038111,"17.257.947,81"
585,Non-Remote,Rp19.362.000,Monthly,Rp19.362.000,Operational Support,Individual,"Sumatra, Jakarta",S1,3,0,44775,44775,45513,1946038111,"21.160.685,54"
586,Non-Remote,Rp21.925.000,Monthly,Rp21.925.000,Operational Support,Individual,"Sumatra, Jakarta",S1,6,0,44775,44775,45513,1946038111,"23.961.782,38"
587,Non-Remote,Rp32.750.000,Monthly,Rp32.750.000,Operational Support,Individual,"Sumatra, Jakarta",S1,9,0,44775,44775,45513,1946038111,"35.792.400,14"
588,Non-Remote,Rp15.355.000,Monthly,Rp15.355.000,Operational Support,Individual,"Sumatra, Jakarta",S1,12,0,44845,44845,45513,198586073,"16.444.924,80"
589,Non-Remote,Rp84.954.000,Monthly,Rp84.954.000,"Drilling, Completion, Intervention",Individual,"Sumatra, Jakarta",D3,4,0,44845,44845,45513,198586073,"90.984.183,74"
590,Non-Remote,Rp84.954.000,Monthly,Rp84.954.000,Engineering,Individual,"Sumatra, Jakarta",S1,10,0,44845,44845,45513,198586073,"90.984.183,74"
591,Non-Remote,Rp84.954.000,Monthly,Rp84.954.000,"Drilling, Completion, Intervention",Individual,"Sumatra, Jakarta",S1,10,0,44845,44845,45513,198586073,"90.984.183,74"
592,Non-Remote,Rp51.753.000,Monthly,Rp51.753.000,Non-Engineering,Individual,"Sumatra, Jakarta",S1,10,0,44845,44845,45513,198586073,"55.426.518,60"
593,Non-Remote,Rp49.751.000,Monthly,Rp49.751.000,Non-Engineering,Individual,"Sumatra, Jakarta",S1,8,0,44845,44845,45513,198586073,"53.282.413,13"
594,Non-Remote,Rp35.017.000,Monthly,Rp35.017.000,Non-Engineering,Individual,"Sumatra, Jakarta",S1,8,0,44965,44965,45513,2072925747,"35.927.421,50"
595,Non-Remote,Rp27.368.550,Monthly,Rp27.368.550,Non-Engineering,Individual,"Sumatra, Jakarta",S1,5,0,44965,44965,45513,2072925747,"28.080.116,28"
596,Non-Remote,Rp27.368.550,Monthly,Rp27.368.550,Non-Engineering,Individual,"Sumatra, Jakarta",D3,5,0,44965,44965,45513,2072925747,"28.080.116,28"
597,Non-Remote,Rp47.586.845,Monthly,Rp47.586.845,Non-Engineering,Management,"Sumatra, Jakarta",S1,5,0,44945,44945,45507,2072925747,"48.824.074,66"
598,Non-Remote,Rp47.586.845,Monthly,Rp47.586.845,Non-Engineering,Management,"Sumatra, Jakarta",D4,2,1,44945,44945,45507,2072925747,"48.824.074,66"
599,Non-Remote,Rp47.586.845,Monthly,Rp47.586.845,Non-Engineering,Management,"Sumatra, Jakarta",S1,2,1,44945,44945,45507,2072925747,"48.824.074,66"
600,Non-Remote,Rp47.586.845,Monthly,Rp47.586.845,Non-Engineering,Management,"Sumatra, Jakarta",D4,6,1,44945,44945,45507,2072925747,"48.824.074,66"
601,Non-Remote,Rp30.780.238,Monthly,Rp30.780.238,Non-Engineering,Management,"Sumatra, Jakarta",D4,6,1,44945,44945,45507,2072925747,"31.580.506,03"
602,Non-Remote,Rp30.780.238,Monthly,Rp30.780.238,Non-Engineering,Management,"Sumatra, Jakarta",D3,2,1,44945,44945,45507,2072925747,"31.580.506,03"
603,Non-Remote,Rp30.780.238,Monthly,Rp30.780.238,Non-Engineering,Management,"Sumatra, Jakarta",D4,3,1,44945,44945,45507,2072925747,"31.580.506,03"
604,Non-Remote,Rp21.451.654,Monthly,Rp21.451.654,Non-Engineering,Management,"Sumatra, Jakarta",D4,9,1,44945,44945,45507,2072925747,"22.009.384,70"
605,Non-Remote,Rp21.451.654,Monthly,Rp21.451.654,Non-Engineering,Management,"Sumatra, Jakarta",D3,2,1,44945,44945,45507,2072925747,"22.009.384,70"
606,Non-Remote,Rp21.467.991,Monthly,Rp21.467.991,Engineering,Management,"Sumatra, Jakarta",D4,2,1,44945,44945,45507,2072925747,"22.026.146,05"
607,Non-Remote,Rp21.467.991,Monthly,Rp21.467.991,Engineering,Management,"Sumatra, Jakarta",D4,2,2,44945,44945,45507,2072925747,"22.026.146,05"
608,Non-Remote,Rp16.598.339,Monthly,Rp16.598.339,Non-Engineering,Management,"Sumatra, Jakarta",S1,2,2,44945,44945,45507,2072925747,"17.029.885,90"
609,Non-Remote,Rp16.598.339,Monthly,Rp16.598.339,Non-Engineering,Management,"Sumatra, Jakarta",D4,1,0,44945,44945,45507,2072925747,"17.029.885,90"
610,Non-Remote,Rp17.811.668,Monthly,Rp17.811.668,Operational Support,Management,"Sumatra, Jakarta",S1,1,0,44945,44945,45507,2072925747,"18.274.760,60"
611,Non-Remote,Rp17.811.668,Monthly,Rp17.811.668,Operational Support,Management,"Sumatra, Jakarta",D4,1,0,44945,44945,45507,2072925747,"18.274.760,60"
612,Non-Remote,Rp15.928.685,Monthly,Rp15.928.685,Engineering,Individual,"Sumatra, Jakarta",S1,1,0,44945,44945,45505,2072925747,"16.342.821,77"
613,Non-Remote,Rp8.698.555,Monthly,Rp8.698.555,Operational Support,Individual,"Sumatra, Jakarta",D3,3,1,44945,44945,45505,2072925747,"8.924.712,28"
614,Non-Remote,Rp8.698.555,Monthly,Rp8.698.555,Operational Support,Individual,"Sumatra, Jakarta",SMA,2,2,44945,44945,45445,2072925747,"8.924.712,28"
615,Non-Remote,Rp9.323.469,Monthly,Rp9.323.469,Engineering,Individual,"Sumatra, Jakarta",SMA,2,2,44945,44945,45445,2072925747,"9.565.873,43"
616,Non-Remote,Rp7.475.346,Monthly,Rp7.475.346,Operational Support,Individual,"Sumatra, Jakarta",SMA,0,1,44945,44945,45506,2072925747,"7.669.700,73"
617,Non-Remote,Rp8.814.957,Monthly,Rp8.814.957,Operational Support,Individual,"Sumatra, Jakarta",SMA,0,0,44945,44945,45506,2072925747,"9.044.140,25"
618,Non-Remote,Rp10.833.941,Monthly,Rp10.833.941,Non-Engineering,Management,"Sumatra, Jakarta",SMA,2,1,44945,44945,45505,2072925747,"11.115.617,59"
619,Non-Remote,Rp10.090.363,Monthly,Rp10.090.363,Non-Engineering,Individual,"Sumatra, Jakarta",D3,3,1,44945,44945,45505,2072925747,"10.352.706,39"
620,Non-Remote,Rp10.372.077,Monthly,Rp10.372.077,Operational Support,Individual,"Sumatra, Jakarta",D3,0,0,44945,44945,45445,2072925747,"10.641.744,73"
621,Non-Remote,Rp10.372.077,Monthly,Rp10.372.077,Operational Support,Individual,"Sumatra, Jakarta",SMA,1,3,44945,44945,45445,2072925747,"10.641.744,73"
